"state","county","party","votes"
"TX","Brooks County","dem",1823
"TX","Brown County","dem",2523
"TX","Burleson County","dem",2276
"TX","Burnet County","dem",4147
"TX","Caldwell County","dem",5052
"TX","Calhoun County","dem",2561
"TX","Callahan County","dem",1073
"TX","Cameron County","dem",33998
"TX","Camp County","dem",1778
"TX","Carson County","dem",485
"TX","Cass County","dem",4630
"TX","Castro County","dem",631
"TX","Chambers County","dem",2953
"TX","Cherokee County","dem",4439
"TX","Childress County","dem",511
"TX","Clay County","dem",1299
"TX","Cochran County","dem",249
"TX","Coke County","dem",266
"TX","Coleman County","dem",778
"TX","Collin County","dem",68935
"TX","Collingsworth County","dem",346
"TX","Colorado County","dem",2161
"TX","Comal County","dem",9135
"TX","Comanche County","dem",1431
"TX","Concho County","dem",270
"TX","Cooke County","dem",3142
"TX","Coryell County","dem",5122
"TX","Cottle County","dem",214
"TX","Crane County","dem",254
"TX","Crockett County","dem",473
"TX","Crosby County","dem",622
"TX","Culberson County","dem",375
"TX","Dallam County","dem",305
"TX","Dallas County","dem",336641
"TX","Dawson County","dem",1114
"TX","Deaf Smith County","dem",1133
"TX","Delta County","dem",627
"TX","Denton County","dem",59346
"TX","DeWitt County","dem",1610
"TX","Dickens County","dem",245
"TX","Dimmit County","dem",2365
"TX","Donley County","dem",349
"TX","Duval County","dem",2916
"TX","Eastland County","dem",1582
"TX","Ector County","dem",8579
"TX","Edwards County","dem",217
"TX","El Paso County","dem",95142
"TX","Ellis County","dem",11640
"TX","Erath County","dem",2710
"TX","Falls County","dem",2427
"TX","Fannin County","dem",4001
"TX","Fayette County","dem",2803
"TX","Fisher County","dem",758
"TX","Floyd County","dem",545
"TX","Foard County","dem",235
"TX","Fort Bend County","dem",68722
"TX","Franklin County","dem",1011
"TX","Freestone County","dem",2070
"TX","Frio County","dem",1931
"TX","Gaines County","dem",608
"TX","Galveston County","dem",43919
"TX","Garza County","dem",326
"TX","Gillespie County","dem",2104
"TX","Glasscock County","dem",44
"TX","Goliad County","dem",1219
"TX","Gonzales County","dem",1709
"TX","Gray County","dem",1289
"TX","Grayson County","dem",13452
"TX","Gregg County","dem",12306
"TX","Grimes County","dem",2713
"TX","Guadalupe County","dem",10290
"TX","Hale County","dem",2078
"TX","Hall County","dem",413
"TX","Hamilton County","dem",845
"TX","Hansford County","dem",240
"TX","Hardeman County","dem",480
"TX","Hardin County","dem",5608
"TX","Harris County","dem",475865
"TX","Harrison County","dem",9642
"TX","Hartley County","dem",315
"TX","Haskell County","dem",867
"TX","Hays County","dem",20110
"TX","Hemphill County","dem",257
"TX","Henderson County","dem",8505
"TX","Hidalgo County","dem",62369
"TX","Hill County","dem",3751
"TX","Hockley County","dem",1385
"TX","Hood County","dem",4865
"TX","Hopkins County","dem",3443
"TX","Houston County","dem",2921
"TX","Howard County","dem",2663
"TX","Hudspeth County","dem",302
"TX","Hunt County","dem",7971
"TX","Hutchinson County","dem",1503
"TX","Irion County","dem",141
"TX","Jack County","dem",643
"TX","Jackson County","dem",1296
"TX","Jasper County","dem",4471
"TX","Jeff Davis County","dem",378
"TX","Jefferson County","dem",47066
"TX","Jim Hogg County","dem",1344
"TX","Jim Wells County","dem",6824
"TX","Johnson County","dem",12325
"TX","Jones County","dem",1658
"TX","Karnes County","dem",1543
"TX","Kaufman County","dem",8947
"TX","Kendall County","dem",2532
"TX","Kenedy County","dem",85
"TX","Kent County","dem",138
"TX","Kerr County","dem",4557
"TX","Kimble County","dem",324
"TX","King County","dem",18
"TX","Kinney County","dem",542
"TX","Kleberg County","dem",4550
"TX","Knox County","dem",464
"TX","La Salle County","dem",1229
"TX","Lamar County","dem",5338
"TX","Lamb County","dem",857
"TX","Lampasas County","dem",1593
"TX","Lavaca County","dem",2152
"TX","Lee County","dem",1899
"TX","Leon County","dem",1754
"TX","Liberty County","dem",6780
"TX","Limestone County","dem",2752
"TX","Lipscomb County","dem",184
"TX","Live Oak County","dem",1036
"TX","Llano County","dem",2257
"TX","Loving County","dem",12
"TX","Lubbock County","dem",22472
"TX","Lynn County","dem",490
"TX","Madison County","dem",1235
"TX","Marion County","dem",1884
"TX","Martin County","dem",288
"TX","Mason County","dem",459
"TX","Matagorda County","dem",4355
"TX","Maverick County","dem",5948
"TX","McCulloch County","dem",745
"TX","McLennan County","dem",26760
"TX","McMullen County","dem",95
"TX","Medina County","dem",4322
"TX","Menard County","dem",331
"TX","Midland County","dem",8005
"TX","Milam County","dem",3445
"TX","Mills County","dem",416
"TX","Mitchell County","dem",639
"TX","Montague County","dem",1946
"TX","Montgomery County","dem",28628
"TX","Moore County","dem",1009
"TX","Morris County","dem",2437
"TX","Motley County","dem",113
"TX","Nacogdoches County","dem",7152
"TX","Navarro County","dem",5259
"TX","Newton County","dem",2513
"TX","Nolan County","dem",1541
"TX","Nueces County","dem",44439
"TX","Ochiltree County","dem",251
"TX","Oldham County","dem",108
"TX","Orange County","dem",11476
"TX","Palo Pinto County","dem",2816
"TX","Panola County","dem",2958
"TX","Parker County","dem",8966
"TX","Parmer County","dem",389
"TX","Pecos County","dem",1242
"TX","Polk County","dem",6964
"TX","Potter County","dem",7489
"TX","Presidio County","dem",1159
"TX","Rains County","dem",1213
"TX","Randall County","dem",7849
"TX","Reagan County","dem",184
"TX","Real County","dem",325
"TX","Red River County","dem",2097
"TX","Reeves County","dem",1600
"TX","Refugio County","dem",1232
"TX","Roberts County","dem",46
"TX","Robertson County","dem",2979
"TX","Rockwall County","dem",5320
"TX","Runnels County","dem",792
"TX","Rusk County","dem",4899
"TX","Sabine County","dem",1476
"TX","San Augustine County","dem",1506
"TX","San Jacinto County","dem",2688
"TX","San Patricio County","dem",7764
"TX","San Saba County","dem",529
"TX","Schleicher County","dem",312
"TX","Scurry County","dem",981
"TX","Shackelford County","dem",229
"TX","Shelby County","dem",2951
"TX","Sherman County","dem",124
"TX","Smith County","dem",19970
"TX","Somervell County","dem",831
"TX","Starr County","dem",7199
"TX","Stephens County","dem",703
"TX","Sterling County","dem",71
"TX","Stonewall County","dem",250
"TX","Sutton County","dem",280
"TX","Swisher County","dem",626
"TX","Tarrant County","dem",207286
"TX","Taylor County","dem",10648
"TX","Terrell County","dem",159
"TX","Terry County","dem",794
"TX","Throckmorton County","dem",202
"TX","Titus County","dem",3173
"TX","Tom Green County","dem",9007
"TX","Travis County","dem",197235
"TX","Trinity County","dem",2204
"TX","Tyler County","dem",2659
"TX","Upshur County","dem",4225
"TX","Upton County","dem",185
"TX","Uvalde County","dem",3298
"TX","Val Verde County","dem",4757
"TX","Van Zandt County","dem",4822
"TX","Victoria County","dem",8553
"TX","Walker County","dem",5977
"TX","Waller County","dem",6145
"TX","Ward County","dem",901
"TX","Washington County","dem",3389
"TX","Webb County","dem",23654
"TX","Wharton County","dem",4702
"TX","Wheeler County","dem",420
"TX","Wichita County","dem",12819
"TX","Wilbarger County","dem",1284
"TX","Willacy County","dem",2734
"TX","Williamson County","dem",43117
"TX","Wilson County","dem",4409
"TX","Winkler County","dem",391
"TX","Wise County","dem",4783
"TX","Wood County","dem",4034
"TX","Yoakum County","dem",376
"TX","Young County","dem",1511
"TX","Zapata County","dem",1662
"TX","Zavala County","dem",2332
"UT","Beaver County","dem",493
"UT","Box Elder County","dem",2244
"UT","Cache County","dem",6375
"UT","Carbon County","dem",3415
"UT","Daggett County","dem",108
"UT","Davis County","dem",20893
"UT","Duchesne County","dem",738
"UT","Emery County","dem",831
"UT","Garfield County","dem",264
"UT","Grand County","dem",1858
"UT","Iron County","dem",2267
"UT","Juab County","dem",605
"UT","Kane County","dem",576
"UT","Millard County","dem",626
"UT","Morgan County","dem",472
"UT","Piute County","dem",123
"UT","Rich County","dem",109
"UT","Salt Lake County","dem",135949
"UT","San Juan County","dem",1906
"UT","Sanpete County","dem",1189
"UT","Sevier County","dem",920
"UT","Summit County","dem",6977
"UT","Tooele County","dem",4130
"UT","Uintah County","dem",1266
"UT","Utah County","dem",17357
"UT","Wasatch County","dem",1854
"UT","Washington County","dem",7513
"UT","Wayne County","dem",279
"UT","Weber County","dem",19862
"VA","Accomack County","dem",5518
"VA","Albemarle County","dem",22088
"VA","Alexandria City","dem",41116
"VA","Alleghany County","dem",3203
"VA","Amelia County","dem",1862
"VA","Amherst County","dem",4866
"VA","Appomattox County","dem",2191
"VA","Arlington County","dem",63987
"VA","Augusta County","dem",7019
"VA","Bath County","dem",828
"VA","Bedford City","dem",1042
"VA","Bedford County","dem",9102
"VA","Bland County","dem",846
"VA","Botetourt County","dem",4801
"VA","Bristol City","dem",2400
"VA","Brunswick County","dem",4062
"VA","Buchanan County","dem",5275
"VA","Buckingham County","dem",2789
"VA","Buena Vista City","dem",936
"VA","Campbell County","dem",6862
"VA","Caroline County","dem",4878
"VA","Carroll County","dem",3888
"VA","Charles City County","dem",2155
"VA","Charlotte County","dem",2223
"VA","Charlottesville City","dem",11088
"VA","Chesapeake City","dem",38744
"VA","Chesterfield County","dem",49346
"VA","Clarke County","dem",2699
"VA","Colonial Heights City","dem",2061
"VA","Covington City","dem",1179
"VA","Craig County","dem",901
"VA","Culpeper County","dem",5476
"VA","Cumberland County","dem",1721
"VA","Danville City","dem",9436
"VA","Dickenson County","dem",3761
"VA","Dinwiddie County","dem",4569
"VA","Emporia City","dem",1247
"VA","Essex County","dem",2007
"VA","Fairfax City","dem",5395
"VA","Fairfax County","dem",245671
"VA","Falls Church City","dem",3944
"VA","Fauquier County","dem",10712
"VA","Floyd County","dem",2488
"VA","Fluvanna County","dem",4415
"VA","Franklin City","dem",1910
"VA","Franklin County","dem",8002
"VA","Frederick County","dem",8853
"VA","Fredericksburg City","dem",4085
"VA","Galax City","dem",987
"VA","Giles County","dem",3047
"VA","Gloucester County","dem",5105
"VA","Goochland County","dem",3583
"VA","Grayson County","dem",2430
"VA","Greene County","dem",2240
"VA","Greensville County","dem",2514
"VA","Halifax County","dem",6220
"VA","Hampton City","dem",32016
"VA","Hanover County","dem",13941
"VA","Harrisonburg City","dem",4726
"VA","Henrico County","dem",60864
"VA","Henry County","dem",9851
"VA","Highland County","dem",522
"VA","Hopewell City","dem",3573
"VA","Isle of Wight County","dem",5871
"VA","James City County","dem",11934
"VA","King and Queen County","dem",1506
"VA","King George County","dem",2739
"VA","King William County","dem",2436
"VA","Lancaster County","dem",2477
"VA","Lee County","dem",4005
"VA","Lexington City","dem",1340
"VA","Loudoun County","dem",47271
"VA","Louisa County","dem",4844
"VA","Lunenburg County","dem",2362
"VA","Lynchburg City","dem",11727
"VA","Madison County","dem",2176
"VA","Manassas City","dem",5562
"VA","Manassas Park City","dem",1498
"VA","Martinsville City","dem",3036
"VA","Mathews County","dem",1589
"VA","Mecklenburg County","dem",5293
"VA","Middlesex County","dem",1914
"VA","Montgomery County","dem",14128
"VA","Nelson County","dem",3543
"VA","New Kent County","dem",2443
"VA","Newport News City","dem",35319
"VA","Norfolk City","dem",43518
"VA","Northampton County","dem",2775
"VA","Northumberland County","dem",2548
"VA","Norton City","dem",725
"VA","Nottoway County","dem",2635
"VA","Orange County","dem",5015
"VA","Page County","dem",3324
"VA","Patrick County","dem",2572
"VA","Petersburg City","dem",9682
"VA","Pittsylvania County","dem",9274
"VA","Poquoson City","dem",1424
"VA","Portsmouth City","dem",24112
"VA","Powhatan County","dem",3112
"VA","Prince Edward County","dem",3632
"VA","Prince George County","dem",5066
"VA","Prince William County","dem",61271
"VA","Pulaski County","dem",5310
"VA","Radford City","dem",2244
"VA","Rappahannock County","dem",1837
"VA","Richmond City","dem",52167
"VA","Richmond County","dem",1243
"VA","Roanoke City","dem",18862
"VA","Roanoke County","dem",16082
"VA","Rockbridge County","dem",3627
"VA","Rockingham County","dem",7273
"VA","Russell County","dem",5167
"VA","Salem City","dem",4254
"VA","Scott County","dem",3324
"VA","Shenandoah County","dem",5186
"VA","Smyth County","dem",4143
"VA","Southampton County","dem",3431
"VA","Spotsylvania County","dem",16623
"VA","Stafford County","dem",17208
"VA","Staunton City","dem",3756
"VA","Suffolk City","dem",15233
"VA","Surry County","dem",1954
"VA","Sussex County","dem",2420
"VA","Tazewell County","dem",7184
"VA","Virginia Beach City","dem",70666
"VA","Warren County","dem",5241
"VA","Washington County","dem",7339
"VA","Waynesboro City","dem",2792
"VA","Westmoreland County","dem",3370
"VA","Williamsburg City","dem",2216
"VA","Winchester City","dem",3967
"VA","Wise County","dem",5802
"VA","Wythe County","dem",3581
"VA","York County","dem",10276
"VT","Addison County","dem",11147
"VT","Bennington County","dem",11069
"VT","Caledonia County","dem",7106
"VT","Chittenden County","dem",49369
"VT","Essex County","dem",1276
"VT","Franklin County","dem",10598
"VT","Grand Isle County","dem",2246
"VT","Lamoille County","dem",7636
"VT","Orange County","dem",8159
"VT","Orleans County","dem",6330
"VT","Rutland County","dem",15904
"VT","Washington County","dem",19177
"VT","Windham County","dem",15489
"VT","Windsor County","dem",18561
"WA","Adams County","dem",1315
"WA","Asotin County","dem",3319
"WA","Benton County","dem",21549
"WA","Chelan County","dem",10471
"WA","Clallam County","dem",17049
"WA","Clark County","dem",79538
"WA","Columbia County","dem",605
"WA","Cowlitz County","dem",21589
"WA","Douglas County","dem",4306
"WA","Ferry County","dem",1201
"WA","Franklin County","dem",5188
"WA","Garfield County","dem",365
"WA","Grant County","dem",7779
"WA","Grays Harbor County","dem",14583
"WA","Island County","dem",18216
"WA","Jefferson County","dem",11610
"WA","King County","dem",580378
"WA","Kitsap County","dem",60796
"WA","Kittitas County","dem",6731
"WA","Klickitat County","dem",4036
"WA","Lewis County","dem",10726
"WA","Lincoln County","dem",1706
"WA","Mason County","dem",12894
"WA","Okanogan County","dem",6309
"WA","Pacific County","dem",5570
"WA","Pend Oreille County","dem",2310
"WA","Pierce County","dem",158231
"WA","San Juan County","dem",6589
"WA","Skagit County","dem",25131
"WA","Skamania County","dem",2374
"WA","Snohomish County","dem",156468
"WA","Spokane County","dem",87490
"WA","Stevens County","dem",6822
"WA","Thurston County","dem",62650
"WA","Wahkiakum County","dem",1021
"WA","Walla Walla County","dem",8257
"WA","Whatcom County","dem",48268
"WA","Whitman County","dem",8287
"WA","Yakima County","dem",28474
"WI","Adams County","dem",5447
"WI","Ashland County","dem",5805
"WI","Barron County","dem",11696
"WI","Bayfield County","dem",5845
"WI","Brown County","dem",54935
"WI","Buffalo County","dem",3998
"WI","Burnett County","dem",4499
"WI","Calumet County","dem",10290
"WI","Chippewa County","dem",14751
"WI","Clark County","dem",6966
"WI","Columbia County","dem",14300
"WI","Crawford County","dem",4656
"WI","Dane County","dem",181052
"WI","Dodge County","dem",16690
"WI","Door County","dem",8367
"WI","Douglas County","dem",16537
"WI","Dunn County","dem",12039
"WI","Eau Claire County","dem",30068
"WI","Florence County","dem",993
"WI","Fond du Lac County","dem",19216
"WI","Forest County","dem",2509
"WI","Grant County","dem",12864
"WI","Green County","dem",9575
"WI","Green Lake County","dem",3605
"WI","Iowa County","dem",7122
"WI","Iron County","dem",1956
"WI","Jackson County","dem",5249
"WI","Jefferson County","dem",17925
"WI","Juneau County","dem",5734
"WI","Kenosha County","dem",40107
"WI","Kewaunee County","dem",5175
"WI","La Crosse County","dem",33170
"WI","Lafayette County","dem",4402
"WI","Langlade County","dem",4751
"WI","Lincoln County","dem",7484
"WI","Manitowoc County","dem",20652
"WI","Marathon County","dem",30899
"WI","Marinette County","dem",10190
"WI","Marquette County","dem",3785
"WI","Menominee County","dem",1412
"WI","Milwaukee County","dem",297653
"WI","Monroe County","dem",8973
"WI","Oconto County","dem",8534
"WI","Oneida County","dem",10464
"WI","Outagamie County","dem",40169
"WI","Ozaukee County","dem",17714
"WI","Pepin County","dem",2181
"WI","Pierce County","dem",11176
"WI","Polk County","dem",11173
"WI","Portage County","dem",21861
"WI","Price County","dem",4349
"WI","Racine County","dem",48229
"WI","Richland County","dem",4501
"WI","Rock County","dem",46598
"WI","Rusk County","dem",3820
"WI","Saint Croix County","dem",18784
"WI","Sauk County","dem",15708
"WI","Sawyer County","dem",4411
"WI","Shawano County","dem",8657
"WI","Sheboygan County","dem",27608
"WI","Taylor County","dem",3829
"WI","Trempealeau County","dem",8075
"WI","Vernon County","dem",7924
"WI","Vilas County","dem",5713
"WI","Walworth County","dem",19177
"WI","Washburn County","dem",4705
"WI","Washington County","dem",21234
"WI","Waukesha County","dem",73626
"WI","Waupaca County","dem",10792
"WI","Waushara County","dem",5257
"WI","Winnebago County","dem",40943
"WI","Wood County","dem",18950
"WV","Barbour County","dem",2610
"WV","Berkeley County","dem",12244
"WV","Boone County","dem",5933
"WV","Braxton County","dem",3035
"WV","Brooke County","dem",5493
"WV","Cabell County","dem",16583
"WV","Calhoun County","dem",1266
"WV","Clay County","dem",1835
"WV","Doddridge County","dem",800
"WV","Fayette County","dem",8971
"WV","Gilmer County","dem",1159
"WV","Grant County","dem",963
"WV","Greenbrier County","dem",6084
"WV","Hampshire County","dem",2455
"WV","Hancock County","dem",6906
"WV","Hardy County","dem",1617
"WV","Harrison County","dem",13238
"WV","Jackson County","dem",5384
"WV","Jefferson County","dem",9301
"WV","Kanawha County","dem",43010
"WV","Lewis County","dem",2475
"WV","Lincoln County","dem",4048
"WV","Logan County","dem",7877
"WV","Marion County","dem",12771
"WV","Marshall County","dem",6435
"WV","Mason County","dem",5408
"WV","McDowell County","dem",4501
"WV","Mercer County","dem",9178
"WV","Mineral County","dem",3518
"WV","Mingo County","dem",5983
"WV","Monongalia County","dem",16313
"WV","Monroe County","dem",2311
"WV","Morgan County","dem",2272
"WV","Nicholas County","dem",4788
"WV","Ohio County","dem",8543
"WV","Pendleton County","dem",1381
"WV","Pleasants County","dem",1349
"WV","Pocahontas County","dem",1573
"WV","Preston County","dem",3963
"WV","Putnam County","dem",9301
"WV","Raleigh County","dem",11815
"WV","Randolph County","dem",4892
"WV","Ritchie County","dem",1070
"WV","Roane County","dem",2612
"WV","Summers County","dem",2504
"WV","Taylor County","dem",2617
"WV","Tucker County","dem",1400
"WV","Tyler County","dem",1401
"WV","Upshur County","dem",3034
"WV","Wayne County","dem",8411
"WV","Webster County","dem",1965
"WV","Wetzel County","dem",3330
"WV","Wirt County","dem",896
"WV","Wood County","dem",14025
"WV","Wyoming County","dem",3694
"WY","Albany County","dem",7117
"WY","Big Horn County","dem",960
"WY","Campbell County","dem",2464
"WY","Carbon County","dem",2158
"WY","Converse County","dem",1184
"WY","Crook County","dem",501
"WY","Fremont County","dem",5338
"WY","Goshen County","dem",1566
"WY","Hot Springs County","dem",623
"WY","Johnson County","dem",676
"WY","Laramie County","dem",13171
"WY","Lincoln County","dem",1364
"WY","Natrona County","dem",9863
"WY","Niobrara County","dem",230
"WY","Park County","dem",3007
"WY","Platte County","dem",1328
"WY","Sheridan County","dem",4066
"WY","Sublette County","dem",730
"WY","Sweetwater County","dem",5208
"WY","Teton County","dem",5972
"WY","Uinta County","dem",1815
"WY","Washakie County","dem",855
"WY","Weston County","dem",580
"AK","State House District 1, Ketchikan","rep",6303
"AK","State House District 10, Fairbanks-Fort Wai","rep",6745
"AK","State House District 11, North Pole","rep",9280
"AK","State House District 12, Richardson-Glenn H","rep",8108
"AK","State House District 13, Greater Palmer","rep",10702
"AK","State House District 14, Greater Wasilla","rep",10717
"AK","State House District 15, Rural Mat-Su","rep",10058
"AK","State House District 16, Chugiak-South Mat-","rep",10587
"AK","State House District 17, Eagle River","rep",10491
"AK","State House District 18, Military","rep",8424
"AK","State House District 19, Muldoon","rep",8014
"AK","State House District 2, Sitka-Wrangell-Pete","rep",5943
"AK","State House District 20, Mountain View-Wond","rep",6632
"AK","State House District 21, Baxter Bog","rep",8818
"AK","State House District 22, University-Airport","rep",7207
"AK","State House District 23, Downtown-Rogers Pa","rep",6576
"AK","State House District 24, Midtown-Taku","rep",7622
"AK","State House District 25, East Spenard","rep",6892
"AK","State House District 26, Turnagain-Inlet Vi","rep",7776
"AK","State House District 27, Sand Lake","rep",8500
"AK","State House District 28, Bayshore-Klatt","rep",9073
"AK","State House District 29, Campbell-Independe","rep",7743
"AK","State House District 3, Juneau-Downtown-Dou","rep",4790
"AK","State House District 30, Lore-Abbott","rep",8733
"AK","State House District 31, Huffman-Ocean View","rep",9605
"AK","State House District 32, Chugach State Park","rep",9783
"AK","State House District 33, Kenai-Soldotna","rep",7344
"AK","State House District 34, Rural Kenai","rep",7886
"AK","State House District 35, Homer-Seward","rep",6007
"AK","State House District 36, Kodiak","rep",5645
"AK","State House District 37, Bristol Bay-Aleuti","rep",3046
"AK","State House District 38, Bethel","rep",2459
"AK","State House District 39, Bering Straits","rep",2881
"AK","State House District 4, Juneau-Mendenhall V","rep",5802
"AK","State House District 40, Arctic","rep",3217
"AK","State House District 5, Cordova-Southeast I","rep",5439
"AK","State House District 6, Interior Villages","rep",6177
"AK","State House District 7, Farmers Loop-Steese","rep",7693
"AK","State House District 8, Denali-University","rep",6615
"AK","State House District 9, City of Fairbanks","rep",6934
"AL","Autauga County","rep",15196
"AL","Baldwin County","rep",52971
"AL","Barbour County","rep",5899
"AL","Bibb County","rep",5472
"AL","Blount County","rep",17386
"AL","Bullock County","rep",1494
"AL","Butler County","rep",4979
"AL","Calhoun County","rep",29814
"AL","Chambers County","rep",7622
"AL","Cherokee County","rep",5923
"AL","Chilton County","rep",12829
"AL","Choctaw County","rep",3897
"AL","Clarke County","rep",6730
"AL","Clay County","rep",4624
"AL","Cleburne County","rep",4370
"AL","Coffee County","rep",13019
"AL","Colbert County","rep",13188
"AL","Conecuh County","rep",3271
"AL","Coosa County","rep",2905
"AL","Covington County","rep",11119
"AL","Crenshaw County","rep",3777
"AL","Cullman County","rep",26818
"AL","Dale County","rep",13621
"AL","Dallas County","rep",7335
"AL","DeKalb County","rep",16904
"AL","Elmore County","rep",22056
"AL","Escambia County","rep",8513
"AL","Etowah County","rep",26999
"AL","Fayette County","rep",5534
"AL","Franklin County","rep",7690
"AL","Geneva County","rep",8342
"AL","Greene County","rep",958
"AL","Hale County","rep",3281
"AL","Henry County","rep",4881
"AL","Houston County","rep",26874
"AL","Jackson County","rep",11534
"AL","Jefferson County","rep",158680
"AL","Lamar County","rep",4894
"AL","Lauderdale County","rep",22161
"AL","Lawrence County","rep",7730
"AL","Lee County","rep",27972
"AL","Limestone County","rep",19702
"AL","Lowndes County","rep",1786
"AL","Macon County","rep",1570
"AL","Madison County","rep",77173
"AL","Marengo County","rep",5255
"AL","Marion County","rep",8983
"AL","Marshall County","rep",22783
"AL","Mobile County","rep",92014
"AL","Monroe County","rep",5831
"AL","Montgomery County","rep",44097
"AL","Morgan County","rep",32477
"AL","Perry County","rep",1738
"AL","Pickens County","rep",5170
"AL","Pike County","rep",7483
"AL","Randolph County","rep",6127
"AL","Russell County","rep",8337
"AL","Saint Clair County","rep",23500
"AL","Shelby County","rep",63435
"AL","Sumter County","rep",1880
"AL","Talladega County","rep",18331
"AL","Tallapoosa County","rep",12392
"AL","Tuscaloosa County","rep",42877
"AL","Walker County","rep",19167
"AL","Washington County","rep",5060
"AL","Wilcox County","rep",1834
"AL","Winston County","rep",8130
"AR","Arkansas County","rep",3789
"AR","Ashley County","rep",4567
"AR","Baxter County","rep",11128
"AR","Benton County","rep",46571
"AR","Boone County","rep",9793
"AR","Bradley County","rep",2011
"AR","Calhoun County","rep",1340
"AR","Carroll County","rep",6184
"AR","Chicot County","rep",1725
"AR","Clark County","rep",4144
"AR","Clay County","rep",2759
"AR","Cleburne County","rep",7107
"AR","Cleveland County","rep",2009
"AR","Columbia County","rep",5729
"AR","Conway County","rep",4009
"AR","Craighead County","rep",15818
"AR","Crawford County","rep",13391
"AR","Crittenden County","rep",6930
"AR","Cross County","rep",3864
"AR","Dallas County","rep",1700
"AR","Desha County","rep",1729
"AR","Drew County","rep",3262
"AR","Faulkner County","rep",21514
"AR","Franklin County","rep",4181
"AR","Fulton County","rep",2522
"AR","Garland County","rep",21734
"AR","Grant County","rep",4205
"AR","Greene County","rep",7237
"AR","Hempstead County","rep",3580
"AR","Hot Spring County","rep",5960
"AR","Howard County","rep",2736
"AR","Independence County","rep",7430
"AR","Izard County","rep",2833
"AR","Jackson County","rep",2624
"AR","Jefferson County","rep",10218
"AR","Johnson County","rep",4311
"AR","Lafayette County","rep",1604
"AR","Lawrence County","rep",2951
"AR","Lee County","rep",1492
"AR","Lincoln County","rep",1921
"AR","Little River County","rep",2575
"AR","Logan County","rep",5076
"AR","Lonoke County","rep",14398
"AR","Madison County","rep",3873
"AR","Marion County","rep",4127
"AR","Miller County","rep",8448
"AR","Mississippi County","rep",6121
"AR","Monroe County","rep",1586
"AR","Montgomery County","rep",2367
"AR","Nevada County","rep",1752
"AR","Newton County","rep",2779
"AR","Ouachita County","rep",5345
"AR","Perry County","rep",2435
"AR","Phillips County","rep",3161
"AR","Pike County","rep",2013
"AR","Poinsett County","rep",3555
"AR","Polk County","rep",5192
"AR","Pope County","rep",13614
"AR","Prairie County","rep",2030
"AR","Pulaski County","rep",67903
"AR","Randolph County","rep",3158
"AR","Saint Francis County","rep",3815
"AR","Saline County","rep",24864
"AR","Scott County","rep",2514
"AR","Searcy County","rep",2565
"AR","Sebastian County","rep",27303
"AR","Sevier County","rep",2516
"AR","Sharp County","rep",4097
"AR","Stone County","rep",3188
"AR","Union County","rep",10502
"AR","Van Buren County","rep",3988
"AR","Washington County","rep",35726
"AR","White County","rep",17001
"AR","Woodruff County","rep",1021
"AR","Yell County","rep",3678
"AZ","Apache County","rep",8384
"AZ","Cochise County","rep",26556
"AZ","Coconino County","rep",22526
"AZ","Gila County","rep",12343
"AZ","Graham County","rep",7467
"AZ","Greenlee County","rep",1899
"AZ","La Paz County","rep",3158
"AZ","Maricopa County","rep",679455
"AZ","Mohave County","rep",36794
"AZ","Navajo County","rep",17277
"AZ","Pima County","rep",171277
"AZ","Pinal County","rep",37006
"AZ","Santa Cruz County","rep",4668
"AZ","Yavapai County","rep",53468
"AZ","Yuma County","rep",22184
"CA","Alameda County","rep",130911
"CA","Alpine County","rep",311
"CA","Amador County","rep",11107
"CA","Butte County","rep",51662
"CA","Calaveras County","rep",13601
"CA","Colusa County","rep",4142
"CA","Contra Costa County","rep",150608
"CA","Del Norte County","rep",5356
"CA","El Dorado County","rep",52878
"CA","Fresno County","rep",141988
"CA","Glenn County","rep",6308
"CA","Humboldt County","rep",25714
"CA","Imperial County","rep",15890
"CA","Inyo County","rep",5091
"CA","Kern County","rep",140417
"CA","Kings County","rep",21003
"CA","Lake County","rep",11093
"CA","Lassen County","rep",8126
"CA","Los Angeles County","rep",1076225
"CA","Madera County","rep",24871
"CA","Marin County","rep",34378
"CA","Mariposa County","rep",5215
"CA","Mendocino County","rep",12955
"CA","Merced County","rep",32773
"CA","Modoc County","rep",3235
"CA","Mono County","rep",2621
"CA","Monterey County","rep",47838
"CA","Napa County","rep",22059
"CA","Nevada County","rep",28790
"CA","Orange County","rep",641832
"CA","Placer County","rep",95969
"CA","Plumas County","rep",6905
"CA","Riverside County","rep",322473
"CA","Sacramento County","rep",235539
"CA","San Benito County","rep",8698
"CA","San Bernardino County","rep",289306
"CA","San Diego County","rep",596033
"CA","San Francisco County","rep",54355
"CA","San Joaquin County","rep",100978
"CA","San Luis Obispo County","rep",67995
"CA","San Mateo County","rep",83315
"CA","Santa Barbara County","rep",76806
"CA","Santa Clara County","rep",209094
"CA","Santa Cruz County","rep",30354
"CA","Shasta County","rep",52249
"CA","Sierra County","rep",1249
"CA","Siskiyou County","rep",12673
"CA","Solano County","rep",62301
"CA","Sonoma County","rep",68204
"CA","Stanislaus County","rep",85407
"CA","Sutter County","rep",20254
"CA","Tehama County","rep",15572
"CA","Trinity County","rep",3560
"CA","Tulare County","rep",65399
"CA","Tuolumne County","rep",15745
"CA","Ventura County","rep",160314
"CA","Yolo County","rep",28005
