"state","county","party","votes"
"TX","McLennan County","rep",52090
"TX","McMullen County","rep",467
"TX","Medina County","rep",10389
"TX","Menard County","rep",761
"TX","Midland County","rep",36585
"TX","Milam County","rep",5291
"TX","Mills County","rep",1794
"TX","Mitchell County","rep",1912
"TX","Montague County","rep",5910
"TX","Montgomery County","rep",104654
"TX","Moore County","rep",4601
"TX","Morris County","rep",2818
"TX","Motley County","rep",564
"TX","Nacogdoches County","rep",14160
"TX","Navarro County","rep",10715
"TX","Newton County","rep",3159
"TX","Nolan County","rep",3722
"TX","Nueces County","rep",59359
"TX","Ochiltree County","rep",2922
"TX","Oldham County","rep",733
"TX","Orange County","rep",20292
"TX","Palo Pinto County","rep",7137
"TX","Panola County","rep",7021
"TX","Parker County","rep",31795
"TX","Parmer County","rep",2375
"TX","Pecos County","rep",3167
"TX","Polk County","rep",13778
"TX","Potter County","rep",21401
"TX","Presidio County","rep",715
"TX","Rains County","rep",2998
"TX","Randall County","rep",40520
"TX","Reagan County","rep",956
"TX","Real County","rep",1314
"TX","Red River County","rep",3379
"TX","Reeves County","rep",1777
"TX","Refugio County","rep",2212
"TX","Roberts County","rep",461
"TX","Robertson County","rep",3792
"TX","Rockwall County","rep",20120
"TX","Runnels County","rep",3239
"TX","Rusk County","rep",13390
"TX","Sabine County","rep",3138
"TX","San Augustine County","rep",2235
"TX","San Jacinto County","rep",5394
"TX","San Patricio County","rep",13474
"TX","San Saba County","rep",1849
"TX","Schleicher County","rep",1012
"TX","Scurry County","rep",4576
"TX","Shackelford County","rep",1292
"TX","Shelby County","rep",6295
"TX","Sherman County","rep",942
"TX","Smith County","rep",53392
"TX","Somervell County","rep",2701
"TX","Starr County","rep",2552
"TX","Stephens County","rep",2803
"TX","Sterling County","rep",544
"TX","Stonewall County","rep",499
"TX","Sutton County","rep",1173
"TX","Swisher County","rep",1487
"TX","Tarrant County","rep",349462
"TX","Taylor County","rep",37197
"TX","Terrell County","rep",306
"TX","Terry County","rep",3166
"TX","Throckmorton County","rep",656
"TX","Titus County","rep",5709
"TX","Tom Green County","rep",28185
"TX","Travis County","rep",147885
"TX","Trinity County","rep",3985
"TX","Tyler County","rep",5043
"TX","Upshur County","rep",10232
"TX","Upton County","rep",1009
"TX","Uvalde County","rep",5148
"TX","Val Verde County","rep",6968
"TX","Van Zandt County","rep",14976
"TX","Victoria County","rep",20875
"TX","Walker County","rep",11710
"TX","Waller County","rep",7679
"TX","Ward County","rep",2856
"TX","Washington County","rep",9597
"TX","Webb County","rep",17153
"TX","Wharton County","rep",9288
"TX","Wheeler County","rep",1960
"TX","Wichita County","rep",32472
"TX","Wilbarger County","rep",3685
"TX","Willacy County","rep",2209
"TX","Williamson County","rep",83284
"TX","Wilson County","rep",10400
"TX","Winkler County","rep",1604
"TX","Wise County","rep",15177
"TX","Wood County","rep",12831
"TX","Yoakum County","rep",2228
"TX","Young County","rep",5874
"TX","Zapata County","rep",1228
"TX","Zavala County","rep",777
"UT","Beaver County","rep",2023
"UT","Box Elder County","rep",15751
"UT","Cache County","rep",32486
"UT","Carbon County","rep",4950
"UT","Daggett County","rep",380
"UT","Davis County","rep",86187
"UT","Duchesne County","rep",4742
"UT","Emery County","rep",3781
"UT","Garfield County","rep",1848
"UT","Grand County","rep",2130
"UT","Iron County","rep",12815
"UT","Juab County","rep",2681
"UT","Kane County","rep",2414
"UT","Millard County","rep",4084
"UT","Morgan County","rep",3301
"UT","Piute County","rep",646
"UT","Rich County","rep",922
"UT","Salt Lake County","rep",215728
"UT","San Juan County","rep",2971
"UT","Sanpete County","rep",7004
"UT","Sevier County","rep",6597
"UT","Summit County","rep",7936
"UT","Tooele County","rep",12181
"UT","Uintah County","rep",8518
"UT","Utah County","rep",128269
"UT","Wasatch County","rep",5503
"UT","Washington County","rep",35633
"UT","Wayne County","rep",1062
"UT","Weber County","rep",51199
"VA","Accomack County","rep",7726
"VA","Albemarle County","rep",21189
"VA","Alexandria City","rep",19844
"VA","Alleghany County","rep",3962
"VA","Amelia County","rep",3499
"VA","Amherst County","rep",7758
"VA","Appomattox County","rep",4366
"VA","Arlington County","rep",29635
"VA","Augusta County","rep",22100
"VA","Bath County","rep",1432
"VA","Bedford City","rep",1472
"VA","Bedford County","rep",21925
"VA","Bland County","rep",1962
"VA","Botetourt County","rep",10865
"VA","Bristol City","rep",4275
"VA","Brunswick County","rep",2852
"VA","Buchanan County","rep",4507
"VA","Buckingham County","rep",3185
"VA","Buena Vista City","rep",1417
"VA","Campbell County","rep",15891
"VA","Caroline County","rep",4999
"VA","Carroll County","rep",8173
"VA","Charles City County","rep",1254
"VA","Charlotte County","rep",3166
"VA","Charlottesville City","rep",4172
"VA","Chesapeake City","rep",52283
"VA","Chesterfield County","rep",83745
"VA","Clarke County","rep",3741
"VA","Colonial Heights City","rep",6129
"VA","Covington City","rep",1104
"VA","Craig County","rep",1706
"VA","Culpeper County","rep",10026
"VA","Cumberland County","rep",2377
"VA","Danville City","rep",9399
"VA","Dickenson County","rep",3591
"VA","Dinwiddie County","rep",6193
"VA","Emporia City","rep",970
"VA","Essex County","rep",2304
"VA","Fairfax City","rep",5045
"VA","Fairfax County","rep",211980
"VA","Falls Church City","rep",2074
"VA","Fauquier County","rep",19011
"VA","Floyd County","rep",4162
"VA","Fluvanna County","rep",6458
"VA","Franklin City","rep",1613
"VA","Franklin County","rep",14048
"VA","Frederick County","rep",19386
"VA","Fredericksburg City","rep",3390
"VA","Galax City","rep",1336
"VA","Giles County","rep",4320
"VA","Gloucester County","rep",11084
"VA","Goochland County","rep",6668
"VA","Grayson County","rep",4655
"VA","Greene County","rep",4570
"VA","Greensville County","rep",1732
"VA","Halifax County","rep",8363
"VA","Hampton City","rep",23399
"VA","Hanover County","rep",35404
"VA","Harrisonburg City","rep",6165
"VA","Henrico County","rep",71809
"VA","Henry County","rep",13358
"VA","Highland County","rep",982
"VA","Hopewell City","rep",4251
"VA","Isle of Wight County","rep",9929
"VA","James City County","rep",18949
"VA","King and Queen County","rep",1737
"VA","King George County","rep",5124
"VA","King William County","rep",4397
"VA","Lancaster County","rep",3724
"VA","Lee County","rep",5664
"VA","Lexington City","rep",982
"VA","Loudoun County","rep",60382
"VA","Louisa County","rep",7083
"VA","Lunenburg County","rep",2858
"VA","Lynchburg City","rep",14400
"VA","Madison County","rep",3556
"VA","Manassas City","rep",7257
"VA","Manassas Park City","rep",1807
"VA","Martinsville City","rep",2538
"VA","Mathews County","rep",3497
"VA","Mecklenburg County","rep",7319
"VA","Middlesex County","rep",3336
"VA","Montgomery County","rep",17070
"VA","Nelson County","rep",3539
"VA","New Kent County","rep",5414
"VA","Newport News City","rep",32208
"VA","Norfolk City","rep",26401
"VA","Northampton County","rep",2669
"VA","Northumberland County","rep",3832
"VA","Norton City","rep",768
"VA","Nottoway County","rep",3303
"VA","Orange County","rep",7749
"VA","Page County","rep",6221
"VA","Patrick County","rep",5507
"VA","Petersburg City","rep",2238
"VA","Pittsylvania County","rep",17673
"VA","Poquoson City","rep",5004
"VA","Portsmouth City","rep",15212
"VA","Powhatan County","rep",8955
"VA","Prince Edward County","rep",3571
"VA","Prince George County","rep",8131
"VA","Prince William County","rep",69776
"VA","Pulaski County","rep",8769
"VA","Radford City","rep",2564
"VA","Rappahannock County","rep",2172
"VA","Richmond City","rep",21637
"VA","Richmond County","rep",2082
"VA","Roanoke City","rep",16661
"VA","Roanoke County","rep",30596
"VA","Rockbridge County","rep",5412
"VA","Rockingham County","rep",21737
"VA","Russell County","rep",6077
"VA","Salem City","rep",7115
"VA","Scott County","rep",6479
"VA","Shenandoah County","rep",11820
"VA","Smyth County","rep",7906
"VA","Southampton County","rep",4018
"VA","Spotsylvania County","rep",28527
"VA","Stafford County","rep",28500
"VA","Staunton City","rep",5805
"VA","Suffolk City","rep",16763
"VA","Surry County","rep",1543
"VA","Sussex County","rep",1890
"VA","Tazewell County","rep",10039
"VA","Virginia Beach City","rep",103752
"VA","Warren County","rep",8600
"VA","Washington County","rep",14749
"VA","Waynesboro City","rep",5092
"VA","Westmoreland County","rep",3433
"VA","Williamsburg City","rep",2064
"VA","Winchester City","rep",5283
"VA","Wise County","rep",8330
"VA","Wythe County","rep",7911
"VA","York County","rep",19396
"VT","Addison County","rep",7077
"VT","Bennington County","rep",7616
"VT","Caledonia County","rep",6765
"VT","Chittenden County","rep",26422
"VT","Essex County","rep",1591
"VT","Franklin County","rep",8936
"VT","Grand Isle County","rep",1754
"VT","Lamoille County","rep",4260
"VT","Orange County","rep",6421
"VT","Orleans County","rep",5666
"VT","Rutland County","rep",14440
"VT","Washington County","rep",11461
"VT","Windham County","rep",7280
"VT","Windsor County","rep",11491
"WA","Adams County","rep",3751
"WA","Asotin County","rep",5320
"WA","Benton County","rep",44350
"WA","Chelan County","rep",18482
"WA","Clallam County","rep",18871
"WA","Clark County","rep",88646
"WA","Columbia County","rep",1470
"WA","Cowlitz County","rep",20217
"WA","Douglas County","rep",8900
"WA","Ferry County","rep",2019
"WA","Franklin County","rep",10757
"WA","Garfield County","rep",935
"WA","Grant County","rep",17799
"WA","Grays Harbor County","rep",12871
"WA","Island County","rep",19754
"WA","Jefferson County","rep",6650
"WA","King County","rep",301043
"WA","Kitsap County","rep",55608
"WA","Kittitas County","rep",9052
"WA","Klickitat County","rep",5016
"WA","Lewis County","rep",21042
"WA","Lincoln County","rep",4015
"WA","Mason County","rep",11987
"WA","Okanogan County","rep",9636
"WA","Pacific County","rep",4634
"WA","Pend Oreille County","rep",3693
"WA","Pierce County","rep",150783
"WA","San Juan County","rep",3290
"WA","Skagit County","rep",26139
"WA","Skamania County","rep",2695
"WA","Snohomish County","rep",134317
"WA","Spokane County","rep",111606
"WA","Stevens County","rep",13015
"WA","Thurston County","rep",47992
"WA","Wahkiakum County","rep",1171
"WA","Walla Walla County","rep",14323
"WA","Whatcom County","rep",40296
"WA","Whitman County","rep",9397
"WA","Yakima County","rep",43352
"WI","Adams County","rep",4890
"WI","Ashland County","rep",3313
"WI","Barron County","rep",12030
"WI","Bayfield County","rep",3754
"WI","Brown County","rep",67173
"WI","Buffalo County","rep",3502
"WI","Burnett County","rep",4743
"WI","Calumet County","rep",14721
"WI","Chippewa County","rep",15450
"WI","Clark County","rep",7966
"WI","Columbia County","rep",14956
"WI","Crawford County","rep",3680
"WI","Dane County","rep",90369
"WI","Dodge County","rep",27201
"WI","Door County","rep",8910
"WI","Douglas County","rep",8448
"WI","Dunn County","rep",10879
"WI","Eau Claire County","rep",24653
"WI","Florence County","rep",1703
"WI","Fond du Lac County","rep",33291
"WI","Forest County","rep",2608
"WI","Grant County","rep",12208
"WI","Green County","rep",8497
"WI","Green Lake County","rep",6472
"WI","Iowa County","rep",5348
"WI","Iron County","rep",1884
"WI","Jackson County","rep",4387
"WI","Jefferson County","rep",23776
"WI","Juneau County","rep",6473
"WI","Kenosha County","rep",35587
"WI","Kewaunee County","rep",5970
"WI","La Crosse County","rep",28289
"WI","Lafayette County","rep",3929
"WI","Langlade County","rep",6235
"WI","Lincoln County","rep",8024
"WI","Manitowoc County","rep",23027
"WI","Marathon County","rep",36394
"WI","Marinette County","rep",11866
"WI","Marquette County","rep",4604
"WI","Menominee County","rep",288
"WI","Milwaukee County","rep",180287
"WI","Monroe County","rep",10375
"WI","Oconto County","rep",11043
"WI","Oneida County","rep",11351
"WI","Outagamie County","rep",48903
"WI","Ozaukee County","rep",34904
"WI","Pepin County","rep",1853
"WI","Pierce County","rep",10437
"WI","Polk County","rep",12095
"WI","Portage County","rep",16546
"WI","Price County","rep",4312
"WI","Racine County","rep",52456
"WI","Richland County","rep",4836
"WI","Rock County","rep",33151
"WI","Rusk County","rep",3985
"WI","Saint Croix County","rep",22679
"WI","Sauk County","rep",14415
"WI","Sawyer County","rep",4951
"WI","Shawano County","rep",12150
"WI","Sheboygan County","rep",34458
"WI","Taylor County","rep",5582
"WI","Trempealeau County","rep",5878
"WI","Vernon County","rep",6774
"WI","Vilas County","rep",8155
"WI","Walworth County","rep",28754
"WI","Washburn County","rep",4762
"WI","Washington County","rep",50641
"WI","Waukesha County","rep",154926
"WI","Waupaca County","rep",15941
"WI","Waushara County","rep",6888
"WI","Winnebago County","rep",46542
"WI","Wood County","rep",20592
"WV","Barbour County","rep",4004
"WV","Berkeley County","rep",21293
"WV","Boone County","rep",4207
"WV","Braxton County","rep",2986
"WV","Brooke County","rep",5189
"WV","Cabell County","rep",21035
"WV","Calhoun County","rep",1588
"WV","Clay County","rep",2198
"WV","Doddridge County","rep",2362
"WV","Fayette County","rep",7881
"WV","Gilmer County","rep",1665
"WV","Grant County","rep",4063
"WV","Greenbrier County","rep",8358
"WV","Hampshire County","rep",5489
"WV","Hancock County","rep",7298
"WV","Hardy County","rep",3635
"WV","Harrison County","rep",17111
"WV","Jackson County","rep",7686
"WV","Jefferson County","rep",10539
"WV","Kanawha County","rep",44430
"WV","Lewis County","rep",4445
"WV","Lincoln County","rep",4102
"WV","Logan County","rep",7047
"WV","Marion County","rep",12150
"WV","Marshall County","rep",8516
"WV","Mason County","rep",6487
"WV","McDowell County","rep",2762
"WV","Mercer County","rep",13057
"WV","Mineral County","rep",7854
"WV","Mingo County","rep",4612
"WV","Monongalia County","rep",17670
"WV","Monroe County","rep",3590
"WV","Morgan County","rep",4511
"WV","Nicholas County","rep",5485
"WV","Ohio County","rep",11694
"WV","Pendleton County","rep",2146
"WV","Pleasants County","rep",2061
"WV","Pocahontas County","rep",2295
"WV","Preston County","rep",7855
"WV","Putnam County","rep",15716
"WV","Raleigh County","rep",18519
"WV","Randolph County","rep",6512
"WV","Ritchie County","rep",3086
"WV","Roane County","rep",3440
"WV","Summers County","rep",2978
"WV","Taylor County","rep",3893
"WV","Tucker County","rep",2179
"WV","Tyler County","rep",2798
"WV","Upshur County","rep",6191
"WV","Wayne County","rep",10070
"WV","Webster County","rep",1724
"WV","Wetzel County","rep",3656
"WV","Wirt County","rep",1727
"WV","Wood County","rep",24948
"WV","Wyoming County","rep",4985
"WY","Albany County","rep",9006
"WY","Big Horn County","rep",4232
"WY","Campbell County","rep",12415
"WY","Carbon County","rep",4758
"WY","Converse County","rep",4447
"WY","Crook County","rep",2836
"WY","Fremont County","rep",11429
"WY","Goshen County","rep",4114
"WY","Hot Springs County","rep",1812
"WY","Johnson County","rep",3231
"WY","Laramie County","rep",25951
"WY","Lincoln County","rep",6423
"WY","Natrona County","rep",21512
"WY","Niobrara County","rep",1064
"WY","Park County","rep",10917
"WY","Platte County","rep",3149
"WY","Sheridan County","rep",9689
"WY","Sublette County","rep",2847
"WY","Sweetwater County","rep",10653
"WY","Teton County","rep",5124
"WY","Uinta County","rep",6081
"WY","Washakie County","rep",3200
"WY","Weston County","rep",2739
"AK","State House District 1, Ketchikan","other",452
"AK","State House District 10, Fairbanks-Fort Wai","other",335
"AK","State House District 11, North Pole","other",381
"AK","State House District 12, Richardson-Glenn H","other",350
"AK","State House District 13, Greater Palmer","other",491
"AK","State House District 14, Greater Wasilla","other",428
"AK","State House District 15, Rural Mat-Su","other",576
"AK","State House District 16, Chugiak-South Mat-","other",472
"AK","State House District 17, Eagle River","other",373
